name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon,weaknesses,evolutions,abilities,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,classification,percent_male,percent_female,abilities_hidden,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,description,status,total_points,base_friendship,growth_rate,effectiveness
Croconaw,#159,https://assets.pokemon.com/assets/cms2/img/pokedex/full/159.png,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.","Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.","3' 07""",Big Jaw,55.1 lbs,['Water'],"['Electric', 'Grass']","['#158', '#159', '#160']",['Torrent'],0,20 ,"Monster, Water 1 ",#158,(Level 18),142,Big Jaw Pokémon,88.1,11.9,Sheer Force,45,5120,65,80,80,59,63,58,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",Normal,455,70,Medium Fast,"[100, 200, 100, 100, 100, 50, 100, 100, 100, 100, 50, 200, 200, 200, 100, 200, 200, 100]"
Feraligatr,#160,https://assets.pokemon.com/assets/cms2/img/pokedex/full/160.png,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.","Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.","7' 07""",Big Jaw,195.8 lbs,['Water'],"['Electric', 'Grass']","['#158', '#159', '#160']",['Torrent'],0,20 ,"Monster, Water 1 ",#159,(Level 30),239,Big Jaw Pokémon,88.1,11.9,Sheer Force,45,5120,85,105,100,79,83,78,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",Normal,490,70,Medium Fast,"[100, 100, 100, 50, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Sentret,#161,https://assets.pokemon.com/assets/cms2/img/pokedex/full/161.png,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.","When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.","2' 07""",Scout,13.2 lbs,['Normal'],['Fighting'],"['#161', '#162']",['Keen Eye'],0,15 ,Field ,,,43,Scout Pokémon,50,50,Frisk,255,3840,35,46,34,35,45,20,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",Normal,495,70,Medium Fast,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Furret,#162,https://assets.pokemon.com/assets/cms2/img/pokedex/full/162.png,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.","Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.","5' 11""",Long Body,71.6 lbs,['Normal'],['Fighting'],"['#161', '#162']",['Keen Eye'],0,15 ,Field ,#161,(Level 15),145,Long Body Pokémon,50,50,Frisk,90,3840,85,76,64,45,55,90,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",Normal,500,70,Slow,"[100, 200, 100, 100, 50, 100, 50, 100, 50, 200, 100, 100, 200, 100, 100, 100, 100, 100]"
Hoothoot,#163,https://assets.pokemon.com/assets/cms2/img/pokedex/full/163.png,"Hoothoot has an internal organ that senses and tracks the earth's rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.","Hoothoot has an internal organ that senses and tracks the earth's rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.","2' 04""",Owl,46.7 lbs,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","['#163', '#164']",['Keen Eye'],0,15 ,Flying ,,,52,Owl Pokémon,50.2,49.8,Tinted Lens,255,3840,60,30,30,36,56,50,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",Normal,600,70,Slow,"[100, 200, 100, 200, 25, 200, 25, 100, 0, 200, 100, 50, 400, 100, 100, 100, 100, 100]"
Noctowl,#164,https://assets.pokemon.com/assets/cms2/img/pokedex/full/164.png,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.","Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.","5' 03""",Owl,89.9 lbs,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","['#163', '#164']",['Keen Eye'],0,15 ,Flying ,#163,(Level 20),158,Owl Pokémon,50.2,49.8,Tinted Lens,90,3840,100,50,50,86,96,70,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.,Normal,490,70,Slow,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Ledyba,#165,https://assets.pokemon.com/assets/cms2/img/pokedex/full/165.png,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid's scent.,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid's scent.,"3' 03""",Five Star,23.8 lbs,"['Bug', 'Flying']","['Rock', 'Electric', 'Fire', 'Flying', 'Ice']","['#165', '#166']",['Swarm'],0,15 ,Bug ,,,53,Five Star Pokémon,50,50,Rattled,255,3840,40,20,30,40,80,55,"This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively.",Normal,200,70,Slow,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Ledian,#166,https://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.","It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.","4' 07""",Five Star,78.5 lbs,"['Bug', 'Flying']","['Rock', 'Electric', 'Fire', 'Flying', 'Ice']","['#165', '#166']",['Swarm'],0,15 ,Bug ,#165,(Level 18),137,Five Star Pokémon,50,50,Iron Fist,90,3840,55,35,50,55,110,85,"It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear.",Normal,540,70,Slow,"[100, 50, 50, 400, 100, 100, 50, 100, 0, 100, 100, 50, 200, 100, 100, 100, 50, 100]"
Spinarak,#167,https://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web's strands.,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web's strands.,"1' 08""",String Spit,18.7 lbs,"['Bug', 'Poison']","['Fire', 'Flying', 'Psychic', 'Rock']","['#167', '#168']",['Swarm'],0,15 ,Bug ,,,50,String Spit Pokémon,50,50,Sniper,255,3840,40,60,40,40,40,30,"With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them.",Normal,640,70,Slow,"[100, 50, 50, 200, 200, 50, 200, 100, 100, 100, 0, 200, 100, 50, 100, 50, 50, 200]"
Ariados,#168,https://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png,Ariados's feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,Ariados's feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,"3' 07""",Long Leg,73.9 lbs,"['Bug', 'Poison']","['Fire', 'Flying', 'Psychic', 'Rock']","['#167', '#168']",['Swarm'],0,15 ,Bug ,#167,(Level 22),140,Long Leg Pokémon,50,50,Sniper,90,3840,70,90,70,60,70,40,"Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs.",Normal,535,70,Slow,"[100, 100, 0, 200, 200, 25, 200, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100]"
Crobat,#169,https://assets.pokemon.com/assets/cms2/img/pokedex/full/169.png,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,"If this Pokémon is flying by fluttering only a pair of wings on either the forelegs or hind legs, it's proof that Crobat has been flying a long distance. It switches the wings it uses if it is tired.","5' 11""",Bat,165.3 lbs,"['Poison', 'Flying']","['Electric', 'Ice', 'Psychic', 'Rock']","['#041', '#042', '#169']",['Inner Focus'],0,15 ,Flying ,#042,(high Friendship),241,Bat Pokémon,50.2,49.8,Infiltrator,90,3840,85,90,80,70,80,130,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck.",Normal,288,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Chinchou,#170,https://assets.pokemon.com/assets/cms2/img/pokedex/full/170.png,"Chinchou's two antennas are filled with cells that generate strong electricity. This Pokémon's cells create so much electrical power, it even makes itself tingle slightly.",Chinchou lets loose positive and negative electrical charges from its two antennas to make its prey faint. This Pokémon flashes its electric lights to exchange signals with others.,"1' 08""",Angler,26.5 lbs,"['Water', 'Electric']","['Grass', 'Ground']","['#170', '#171']",['Illuminate'],0,20 ,Water 2 ,,,66,Angler Pokémon,50.2,49.8,Water Absorb,190,5120,75,38,38,56,56,67,"Its antennae, which evolved from a fin, have both positive and negative charges flowing through them.",Normal,325,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Lanturn,#171,https://assets.pokemon.com/assets/cms2/img/pokedex/full/171.png,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon's light rising from the depths where it swims. It gives the sea an appearance of a starlit night.","Lanturn is nicknamed “the deep-sea star"" for its illuminated antenna. This Pokémon produces light by causing a chemical reaction between bacteria and its bodily fluids inside the antenna.","3' 11""",Light,49.6 lbs,"['Water', 'Electric']","['Grass', 'Ground']","['#170', '#171']",['Illuminate'],0,20 ,Water 2 ,#170,(Level 27),161,Light Pokémon,50.2,49.8,Water Absorb,75,5120,125,58,58,76,76,67,The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.,Normal,435,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Pichu,#172,https://assets.pokemon.com/assets/cms2/img/pokedex/full/172.png,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",Pichu charges itself with electricity more easily on days with thunderclouds or when the air is very dry. You can hear the crackling of static electricity coming off this Pokémon.,"1' 00""",Tiny Mouse,4.4 lbs,['Electric'],['Ground'],"['#172', '#025', '#026']",['Static'],0,10 ,Undiscovered ,,,41,Tiny Mouse Pokémon,50.2,49.8,Lightning Rod,190,2560,20,40,15,35,35,60,"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself.",Normal,525,70,Medium Fast,"[100, 50, 0, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Cleffa,#173,https://assets.pokemon.com/assets/cms2/img/pokedex/full/173.png,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.","On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.","1' 00""",Star Shape,6.6 lbs,['Fairy'],"['Steel', 'Poison']","['#173', '#035', '#036']",['Cute Charm'],0,10 ,Undiscovered ,,,44,Star Shape Pokémon,24.9,75.1,Friend Guard,150,2560,50,25,28,45,55,15,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen.",Normal,525,70,Medium Fast,"[100, 100, 100, 0, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Igglybuff,#174,https://assets.pokemon.com/assets/cms2/img/pokedex/full/174.png,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,Igglybuff's vocal cords are not sufficiently developed. It would hurt its throat if it were to sing too much. This Pokémon gargles with freshwater from a clean stream.,"1' 00""",Balloon,2.2 lbs,"['Normal', 'Fairy']","['Steel', 'Poison']","['#174', '#039', '#040']",['Cute Charm'],0,10 ,Undiscovered ,,,42,Balloon Pokémon,24.9,75.1,Friend Guard,170,2560,90,30,15,40,20,15,Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.,Normal,525,70,Medium Fast,"[100, 0, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Togepi,#175,https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.","As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.","1' 00""",Spike Ball,3.3 lbs,['Fairy'],"['Steel', 'Poison']","['#175', '#176', '#468']",['Serene Grace'],0,10 ,Undiscovered ,,,49,Spike Ball Pokémon,88.14,11.86,Super Luck,190,2560,35,20,65,40,65,20,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,Normal,395,70,Medium Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Togetic,#176,https://assets.pokemon.com/assets/cms2/img/pokedex/full/176.png,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.","Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.","2' 00""",Happiness,7.1 lbs,"['Fairy', 'Flying']","['Electric', 'Ice', 'Rock', 'Steel', 'Poison']","['#175', '#176', '#468']",['Serene Grace'],0,10 ,"Fairy, Flying ",#175,(high Friendship),142,Happiness Pokémon,88.14,11.86,Super Luck,75,2560,55,40,85,80,105,40,"They say that it will appear before kindhearted, caring people and shower them with happiness.",Normal,355,70,Medium Fast,"[50, 25, 100, 200, 400, 50, 200, 50, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100]"
Natu,#177,https://assets.pokemon.com/assets/cms2/img/pokedex/full/177.png,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree's new shoots.,"Natu cannot fly because its wings are not yet fully grown. If your eyes meet with this Pokémon's eyes, it will stare back intently at you. But if you move even slightly, it will hop away to safety.","0' 08""",Tiny Bird,4.4 lbs,"['Psychic', 'Flying']","['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']","['#177', '#178']",['Synchronize'],0,20 ,Flying ,,,64,Little Bird Pokémon,50.2,49.8,Magic Bounce,190,5120,40,50,45,70,45,70,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.,Normal,495,70,Medium Fast,"[50, 25, 100, 200, 400, 50, 200, 50, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100]"
Xatu,#178,https://assets.pokemon.com/assets/cms2/img/pokedex/full/178.png,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,Xatu stands rooted and still in one spot all day long. People believe that this Pokémon does so out of fear of the terrible things it has foreseen in the future.,"4' 11""",Mystic,33.1 lbs,"['Psychic', 'Flying']","['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']","['#177', '#178']",['Synchronize'],0,20 ,Flying ,#177,(Level 25),165,Mystic Pokémon,50.2,49.8,Magic Bounce,75,5120,65,75,70,95,70,95,They say that it stays still and quiet because it is seeing both the past and future at the same time.,Normal,355,70,Medium Fast,"[50, 25, 100, 200, 400, 50, 200, 50, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100]"
Mareep,#179,https://assets.pokemon.com/assets/cms2/img/pokedex/full/179.png,"Mareep's fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.","Mareep's fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.","2' 00""",Wool,17.2 lbs,['Electric'],['Ground'],"['#179', '#180', '#181']",['Static'],0,20 ,"Field, Monster ",,,56,Wool Pokémon,50,50,Plus,235,5120,55,40,40,65,45,35,"Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it.",Normal,495,70,Medium Fast,"[50, 25, 100, 200, 400, 50, 200, 50, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100]"
Flaaffy,#180,https://assets.pokemon.com/assets/cms2/img/pokedex/full/180.png,Flaaffy's wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,Flaaffy's wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,"2' 07""",Wool,29.3 lbs,['Electric'],['Ground'],"['#179', '#180', '#181']",['Static'],0,20 ,"Field, Monster ",#179,(Level 15),128,Wool Pokémon,50,50,Plus,120,5120,70,55,55,80,60,45,"In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch.",Normal,515,70,Slow,"[50, 50, 200, 200, 100, 200, 100, 50, 0, 50, 100, 50, 200, 100, 100, 100, 200, 100]"
Ampharos,#181,https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,"4' 07""",Light,135.6 lbs,['Electric'],['Ground'],"['#179', '#180', '#181']",['Static'],0,20 ,"Field, Monster ",#180,(Level 30),230,Light Pokémon,50,50,Plus,45,5120,90,75,85,115,90,55,"The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off.",Normal,615,70,Slow,"[50, 50, 200, 200, 100, 200, 100, 50, 0, 50, 100, 50, 200, 100, 100, 100, 200, 100]"
Bellossom,#182,https://assets.pokemon.com/assets/cms2/img/pokedex/full/182.png,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.","When Bellossom gets exposed to plenty of sunlight, the leaves ringing its body begin to spin around. This Pokémon's dancing is renowned in the southern lands.","1' 04""",Flower,12.8 lbs,['Grass'],"['Bug', 'Fire', 'Flying', 'Ice', 'Poison']","['#043', '#044', '#045', '#182']",['Chlorophyll'],0,20 ,Grass ,#044,(use Sun Stone),221,Flower Pokémon,50.2,49.8,Healer,45,5120,75,80,95,90,100,50,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",Normal,540,70,Slow,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Marill,#183,https://assets.pokemon.com/assets/cms2/img/pokedex/full/183.png,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon's tail is flexible and configured to stretch.","Marill's oil-filled tail acts much like a life preserver. If you see just its tail bobbing on the water's surface, it's a sure indication that this Pokémon is diving beneath the water to feed on aquatic plants.","1' 04""",Aqua Mouse,18.7 lbs,"['Water', 'Fairy']","['Electric', 'Grass', 'Poison']","['#298', '#183', '#184']",['Thick Fat'],0,10 ,"Fairy, Water 1 ",#298,(high Friendship),88,Aquamouse Pokémon,50.2,49.8,Sap Sipper,190,2560,70,20,50,20,50,40,This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.,Sub Legendary,580,35,Slow,"[100, 200, 100, 200, 50, 100, 100, 100, 0, 100, 100, 50, 400, 100, 100, 100, 200, 100]"
Azumarill,#184,https://assets.pokemon.com/assets/cms2/img/pokedex/full/184.png,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,"Azumarill's long ears are indispensable sensors. By focusing its hearing, this Pokémon can identify what kinds of prey are around, even in rough and fast-running rivers.","2' 07""",Aqua Rabbit,62.8 lbs,"['Water', 'Fairy']","['Electric', 'Grass', 'Poison']","['#298', '#183', '#184']",['Thick Fat'],0,10 ,"Fairy, Water 1 ",#183,(Level 18),189,Aquarabbit Pokémon,50.2,49.8,Sap Sipper,75,2560,100,50,80,60,80,50,"It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes.",Sub Legendary,580,35,Slow,"[100, 100, 100, 100, 50, 200, 50, 100, 0, 50, 100, 50, 200, 100, 100, 100, 50, 100]"
Sudowoodo,#185,https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.","Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.","3' 11""",Imitation,83.8 lbs,['Rock'],"['Fighting', 'Grass', 'Ground', 'Steel', 'Water']","['#438', '#185']",['Rock Head'],0,20 ,Mineral ,#438,(after Mimic learned),144,Imitation Pokémon,50.2,49.8,Rattled,65,5120,70,100,115,30,65,30,"If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain.",Sub Legendary,580,35,Slow,"[100, 50, 200, 200, 25, 100, 50, 100, 0, 100, 100, 25, 400, 100, 100, 100, 50, 50]"
Politoed,#186,https://assets.pokemon.com/assets/cms2/img/pokedex/full/186.png,"The curled hair on Politoed's head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.","The curled hair on Politoed's head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.","3' 07""",Frog,74.7 lbs,['Water'],"['Electric', 'Grass']","['#060', '#061', '#062', '#186']",['Damp'],0,20 ,Water 1 ,#061,(trade holding Kings Rock),225,Frog Pokémon,50.2,49.8,Drizzle,45,5120,90,75,75,90,100,70,"At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting.",Normal,300,35,Slow,"[100, 50, 50, 50, 50, 200, 100, 100, 100, 100, 100, 100, 100, 100, 200, 100, 100, 200]"
Hoppip,#187,https://assets.pokemon.com/assets/cms2/img/pokedex/full/187.png,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.","This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.","1' 04""",Cottonweed,1.1 lbs,"['Grass', 'Flying']","['Ice', 'Fire', 'Flying', 'Poison', 'Rock']","['#187', '#188', '#189']",['Chlorophyll'],0,20 ,"Fairy, Grass ",,,50,Cottonweed Pokémon,50,50,Infiltrator,255,5120,35,35,40,35,55,50,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",Normal,420,35,Slow,"[100, 50, 50, 50, 50, 200, 100, 100, 100, 100, 100, 100, 100, 100, 200, 100, 100, 200]"
Skiploom,#188,https://assets.pokemon.com/assets/cms2/img/pokedex/full/188.png,"Skiploom's flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.","Skiploom's flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.","2' 00""",Cottonweed,2.2 lbs,"['Grass', 'Flying']","['Ice', 'Fire', 'Flying', 'Poison', 'Rock']","['#187', '#188', '#189']",['Chlorophyll'],0,20 ,"Fairy, Grass ",#187,(Level 18),119,Cottonweed Pokémon,50,50,Infiltrator,120,5120,55,45,50,45,65,80,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",Normal,600,35,Slow,"[100, 50, 50, 100, 25, 400, 50, 100, 0, 100, 100, 50, 200, 100, 200, 100, 100, 200]"
Jumpluff,#189,https://assets.pokemon.com/assets/cms2/img/pokedex/full/189.png,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,"2' 07""",Cottonweed,6.6 lbs,"['Grass', 'Flying']","['Ice', 'Fire', 'Flying', 'Poison', 'Rock']","['#187', '#188', '#189']",['Chlorophyll'],0,20 ,"Fairy, Grass ",#188,(Level 27),207,Cottonweed Pokémon,50,50,Infiltrator,45,5120,75,55,70,55,95,110,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,Legendary,680,0,Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
Aipom,#190,https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png,"Aipom's tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.","Aipom's tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.","2' 07""",Long Tail,25.4 lbs,['Normal'],['Fighting'],"['#190', '#424']",['Run Away'],0,20 ,Field ,,,72,Long Tail Pokémon,50,50,Skill Link,45,5120,55,70,55,40,55,85,"As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops.",Legendary,780,0,Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 200]"
Sunkern,#191,https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.","Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.","1' 00""",Seed,4.0 lbs,['Grass'],"['Bug', 'Fire', 'Flying', 'Ice', 'Poison']","['#191', '#192']",['Chlorophyll'],0,20 ,Grass ,,,36,Seed Pokémon,50,50,Early Bird,235,5120,30,30,30,30,30,30,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",Legendary,780,0,Slow,"[100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 50, 200, 100, 200, 100, 200, 100, 100]"
